CPU_Usage,Memory_Usage,Label
0.0,0.3483709247912043,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.1939987436463899,0
0.0,0.0,0
0.0,0.1639511211897245,0
0.0,0.1760508349306636,0
0.0,0.1381383985423878,0
0.0,0.2509682291766447,0
0.0,0.4584783198337499,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0684642135841469,0
0.0,0.2988629294011952,0
0.0,0.0795556178466744,0
0.0,0.1810923823227215,0
0.0,0.065338454201071,0
0.0,7.373666384676116,0
0.0,0.772465891411119,0
0.0,0.2174923544933799,0
0.0,0.1837139869665916,0
0.0,0.0,0
0.0,0.2596396906909844,0
0.0,0.2269704635904488,0
0.0,0.2076109216049463,0
0.0,0.0753207180373457,0
0.0,0.2191056496588384,0
0.0,0.300577055514495,0
0.0,0.0895378816829491,0
0.0,0.3230623568830734,0
0.0,0.1187788565568853,0
0.0,0.4405304111180236,0
0.0,0.3464551367822223,0
0.0,0.2466324984194748,0
0.0,0.1346093153679472,0
0.0,0.5762488669122237,0
0.0,0.0376099435447523,0
0.0,0.0946802600228483,0
0.0,0.0410381957713517,0
0.0,0.0709849872801759,0
0.0,0.0424498290411279,0
0.0,0.0765306894114396,0
0.0,0.190267998576267,0
0.0,0.119283011296091,0
0.0,0.1864364225583029,0
0.0,0.0340808603703117,0
0.0,0.0865129532477144,0
0.0,3.115777119239654,0
0.0,0.1881505486716026,0
0.0,0.1758491730349812,0
0.0,0.041239857667034,0
0.0,0.0891345578915845,0
0.0,0.0,0
0.0,0.6455197280790999,0
0.0,1.030391455988804,0
0.0,1.001251312062709,0
0.0,1.5803234455144848,0
0.0,1.0178884184565,0
0.0,1.3436732109312848,0
0.0,0.6109347129695822,0
0.0,0.6514687540017282,0
0.0,0.991269048226434,0
0.0,0.9289555224605978,0
0.0,0.967170451692397,0
0.0,0.9422652075756308,0
0.0,0.3858800373881155,0
0.0,1.0023604524889616,0
0.0,0.2202147900850912,0
0.0,0.5766521907035882,0
0.0,1.0035704238630554,0
0.0,1.4253462786826236,0
0.0,0.5605192390490028,0
0.0,1.097746529146698,0
0.0,0.2629671119697426,0
0.0,0.340606941807435,0
0.0,0.0442647861022688,0
0.0,0.163043642659154,0
0.0,0.1446924101520631,0
0.0,0.1954103769161661,0
0.0,0.3324396350323012,0
0.0,0.3340529301977597,0
0.0,0.2082159072919933,0
0.0,0.1702026399558764,0
0.0,0.1640519521375656,0
0.0,0.1625394879199483,0
0.0,0.2115433285707515,0
0.0,0.1569937857886845,0
0.0,0.1888563653064908,0
0.0,20.365229859270244,0
0.0,0.946802600228483,0
0.0,0.4426478610226879,0
0.0,0.1730259064954288,0
0.0,0.157296278632208,0
0.0,0.0438614623109041,0
0.0,0.4378079755263124,0
0.0,5.376306138890597,0
0.0,3.284467294977913,0
0.0,2.461888422489738,0
0.0,0.8818674698187765,0
0.0,3.818467994744691,0
0.0,3.44085609507955,0
0.0,2.304995467648894,0
0.0,6.114489508035723,0
0.0,0.235944417948312,0
0.0,3.4341004215741933,0
0.0,0.1386425532815936,0
0.0,0.152859716927197,0
0.0,2.615655617947505,0
0.0,0.1497339575441211,0
0.0,2.668894358407637,0
0.0,0.1903688295241081,0
0.0,0.3256839615269435,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,3.3681569816860746,0
0.0,1.8588185234517656,0
0.0,1.8495420762503796,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.3593614981058907,0
0.0,0.2266679707469254,0
0.0,0.0,0
0.0,0.0,0
0.0,1.886849526951608,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,1.7821870030924851,0
